Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks,num_malls,tot_stores,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base_x,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index,2022 Tapestry Adult Pop Base_y,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15
11,HomeGoods,FL,30.18752975,-85.66929318,436436,"30.18752975,-85.66929318",0,2,0,0,0,0,0,1,0,0,0,2131054,0,0,0,0,0,397299,0,0,3,2528353,2,5,16,19,1321.3059523809525,1179.4302600539556,1021.3343345389088,778.0402654422016,1400.5,1537.5,1119.2857142857142,950.8333333333334,0.0,18.0,1.0,3.0,0.0,1.0,0.0,32.0,2.0,5.0,3.0,1,1,2,1,2,4,0,1,0,237934,286737,1608314,368986,1473849,8436315,,488801,,0,0,3,37.0,33920,1715.2,53752,84492,46613,41.8,16955,210457,8231,5608,1979,3801,2542,6334,81902,171324,4448604,8209176,9781,4059,8203,3052,27121,8556,53025,2681.2,11449,5052,9010,6066,21603,3907,199,165,205,27121,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,447,1271,3269,0,2302,3456,0,0,0,0,0,712,0,0,0,0,0,0,0,0,459,0,998,3010,278,0,0,0,0,240,375,0,0,0,1056,0,0,0,1264,894,1792,0,0,1461,2024,0,0,0,0,0,0,0,0,0
12,HomeGoods,FL,27.39095759,-82.45131561,432976,"27.39095759,-82.45131561",0,1,1,1,0,0,1,0,0,0,0,632409,281977,365584,0,0,829590,0,0,0,4,2109560,6,13,2,0,1051.6451585197362,1018.1424719176217,,,2392.6,2022.888888888889,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,3.0,1.0,2,1,3,3,4,5,1,3,2,635888,381637,2224142,928384,3953521,8383436,315346,968010,787620,4,1,3,202.0,18460,1229.0,83689,339843,69991,58.6,11774,385673,6734,2913,1996,4555,3739,165873,132137,135287,5765550,10179044,5703,2373,5471,2163,16326,4307,27862,1855.0,9552,1924,3178,617,15242,1743,92,65,97,16326,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,158,5840,0,467,261,63,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4750,153,1708,0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,HomeGoods,FL,26.27045514,-80.2048016,428685,"26.27045514,-80.2048016",1,6,1,1,1,0,0,1,0,0,296681,5599079,357329,347755,388874,0,0,553146,0,0,11,7542864,10,30,7,0,1064.8056637447087,987.3504128397046,897.5504908275168,,2462.2,2035.391304347826,1583.75,,0.0,4.0,0.0,2.0,0.0,0.0,3.0,41.0,1.0,5.0,1.0,4,2,5,11,9,10,2,3,6,1580264,908392,3370449,3828508,9056052,18205853,734136,1325753,2027665,1,1,5,176.0,189053,4772.4,68390,140632,57667,41.6,79425,298933,46173,27099,1984,30152,15062,162775,221087,301992,31926838,56034579,57803,23066,48661,15661,152322,45826,172650,4358.3,75169,22016,51181,45837,77417,54385,68,44,72,152322,0,4867,0,2047,0,0,1451,0,5629,0,0,0,14407,24669,0,1459,2671,2175,1203,1983,0,0,0,0,0,0,0,239,20971,0,0,0,4480,0,22482,0,3003,4579,0,97,2798,14229,13,7449,0,0,0,0,0,0,0,0,9275,0,0,0,0,0,19,0,0,113,0,0,0,0,0,14
14,HomeGoods,FL,27.92150533,-82.31622451,413292,"27.92150533,-82.31622451",2,4,0,1,0,2,0,1,0,0,467862,3088425,0,380139,0,855208,0,316690,0,0,10,5108324,10,33,31,4,1060.0516564321376,1024.8731601254412,892.4709062902685,,1989.1,1835.7586206896551,1362.75,,0.0,15.0,0.0,2.0,0.0,1.0,2.0,65.0,1.0,6.0,6.0,1,1,3,3,3,6,0,1,2,470061,552378,2030836,953981,2460450,10982152,,483380,936213,0,0,6,134.0,129564,3395.4,63801,80754,55051,35.9,54147,239521,25721,25601,1994,20911,9373,165993,186889,325754,20359959,35715219,38145,15851,32011,10831,101581,31797,129219,3386.3,46335,14072,40148,26226,60624,39504,110,128,107,101581,0,0,0,880,0,0,0,0,0,0,0,0,3421,6289,782,8631,236,1449,3058,36,2378,0,2515,0,0,205,13663,1158,3717,1081,0,1693,0,0,21553,0,1268,3493,715,0,0,0,0,0,0,0,0,0,1383,102,0,14548,5744,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0
15,HomeGoods,FL,27.17784963,-80.23397274,412995,"27.17784963,-80.23397274",1,2,1,0,0,0,0,0,1,1,313396,1062574,349424,0,0,0,0,0,55192,157248,6,1937834,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1,2,1,2,2,0,1,1,,391326,1074543,327486,1542510,4452758,,420282,403317,1,1,2,38.0,44101,2163.0,64743,172162,54663,49.3,23144,272000,13064,6419,1981,6077,3894,35634,102500,199404,8387690,14739349,13399,5613,11135,4164,36713,10757,63621,3120.3,17517,6174,10606,2988,31197,9580,87,69,90,36713,122,0,0,0,85,0,0,0,0,0,0,0,0,0,3333,0,3108,0,0,0,0,1106,1767,0,0,0,0,0,919,0,0,0,0,0,0,0,280,1207,0,3349,2128,4896,195,3090,0,0,0,0,0,760,0,0,0,5160,0,0,0,0,1761,2055,0,1392,0,0,0,0,0,0
16,HomeGoods,FL,28.12517003,-82.50067145,396596,"28.12517003,-82.50067145",0,4,0,0,0,0,1,2,0,1,0,2862708,0,0,0,0,554225,646333,0,251894,8,4315160,1,7,6,0,1114.2485875706216,917.7468939434026,881.645648742205,,2058.0,1588.2857142857142,1726.8,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,3,1,4,8,3,9,2,2,3,699813,404724,3081763,2220610,3099940,15109004,598855,761907,1255863,0,0,3,68.0,59500,1829.9,87897,258937,74007,44.5,24899,330413,15866,7832,1986,13743,7855,17241,77046,126839,13324056,23696038,18293,7474,16805,5146,48975,13662,57262,1761.1,26578,6450,15197,3801,37078,16424,64,58,66,48975,0,2388,1571,1264,8248,0,3720,0,0,0,0,0,1268,10702,0,432,4898,0,0,0,963,0,555,0,0,0,0,0,0,0,0,0,0,148,1671,0,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,5802,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17,HomeGoods,FL,26.81035612,-80.10442322,395674,"26.81035612,-80.10442322",1,5,0,1,1,0,1,1,1,0,227275,3986403,0,353129,754631,0,991086,214773,62829,0,11,6590126,6,12,13,2,1197.4456132756134,1046.5816483382605,915.0158150863941,,2942.25,2371.8571428571427,1506.6666666666667,,0.0,11.0,0.0,3.0,0.0,0.0,1.0,24.0,1.0,7.0,1.0,2,1,2,4,4,4,1,3,1,619808,282832,1027946,1035719,3411081,7022062,339550,1114647,395690,1,1,2,60.0,123193,2778.5,74639,159699,61850,43.4,56004,338329,31240,19167,1985,21985,13410,204931,318479,481259,24572317,44082829,36240,14588,31944,11011,99463,30233,154634,3487.6,47198,13729,35325,38911,61569,17242,150,154,150,99463,1490,0,1504,2695,2927,0,0,0,3055,0,0,0,0,669,0,1566,5443,6652,4078,2189,0,0,1102,0,0,0,1705,0,2470,0,0,0,0,3494,7974,0,1135,7647,0,5341,3342,2380,0,3420,1818,0,0,0,1021,0,0,1329,5377,617,2267,3784,0,0,8904,0,0,0,1345,720,0,0,0,1
18,HomeGoods,FL,28.19575308,-82.39523618,393463,"28.19575308,-82.39523618",1,2,0,0,0,0,0,1,1,0,333749,2761831,0,0,0,0,0,324534,125316,0,5,3545430,4,16,1,0,1032.4189905002404,1018.8383720198458,,,1804.0,1774.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,2.0,2,1,2,6,3,5,2,2,2,496871,404724,1516215,1466075,2634678,8975699,601988,848689,703338,1,1,5,192.0,45964,1488.9,96185,255748,79867,37.7,17928,293429,12646,4296,2003,9629,4686,97863,96684,70988,8701576,15528714,13496,5598,12241,3775,35018,10668,44818,1451.8,21418,3734,10025,4333,27685,10689,74,65,76,35018,0,0,5923,2350,0,0,0,0,0,0,0,0,8322,2041,361,348,0,0,0,0,0,0,1588,0,3,0,12076,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,374,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,HomeGoods,FL,27.97878626,-81.96002689,374706,"27.97878626,-81.96002689",0,4,0,0,0,0,0,1,1,0,0,3523013,0,0,0,0,0,261418,84820,0,6,3869251,1,6,8,5,1009.2727272727273,1041.9125850715075,881.9946644665048,705.3789954337899,1795.0,1630.6666666666667,1349.6,1188.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,1,1,3,2,2,5,0,1,1,658119,555994,2155406,911264,1700526,10751437,,501134,559641,1,1,3,107.0,83484,2063.1,67912,189634,57036,42.7,36384,236290,23704,9627,1984,12660,7386,27553,48924,162624,14044745,25830869,24546,10528,21801,7299,67075,20075,84564,2089.8,35727,7582,22122,7198,58742,14989,92,65,97,67075,0,0,0,4881,4473,0,0,0,0,0,0,0,5187,0,3606,3936,2552,0,1435,4491,4116,0,0,0,0,1129,0,0,31,0,7,0,0,1719,3824,0,2214,4915,1356,0,1766,778,5228,2703,19,408,0,216,3116,0,0,0,0,1350,0,0,1617,0,0,0,0,0,0,0,0,0,0,0
20,HomeGoods,FL,28.64519247,-81.26554995,349056,"28.64519247,-81.26554995",0,3,1,0,0,1,0,0,1,0,0,2640942,250430,0,0,732743,0,0,103722,0,6,3727837,0,14,17,7,,1021.948606227089,892.8709459552314,788.9657386021023,,1746.6666666666667,1493.9166666666667,1172.0,0.0,8.0,0.0,1.0,0.0,2.0,1.0,31.0,2.0,4.0,1.0,2,3,6,11,7,5,1,5,4,830281,1474436,3846099,3262344,5745010,9569422,318395,2413918,1147828,1,1,2,41.0,140230,2903.8,73254,153100,60838,38.9,59359,306627,34390,21884,1985,29442,15007,12609,97640,378155,26353757,47075565,43222,18223,37929,12276,116084,34331,120430,2493.8,58505,13542,41753,11472,85530,37487,77,67,79,116084,0,0,0,10720,546,0,0,0,0,0,0,0,6153,22150,0,7579,9206,3892,2304,192,1795,0,0,0,0,0,0,0,923,0,0,0,2991,2200,12456,0,820,6920,97,0,0,0,517,3427,0,0,0,0,0,0,0,4719,541,9022,0,132,0,0,0,0,0,0,0,0,0,6767,14,0
21,HomeGoods,FL,26.1436978,-80.31846758,348545,"26.1436978,-80.31846758",1,4,1,0,0,0,0,2,1,0,321452,3537720,355692,0,0,0,0,1128445,89861,0,9,5433170,6,16,3,0,1074.9846078710193,1037.7385952063983,1035.3429487179487,,2464.1666666666665,2167.6153846153848,1990.0,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,21.0,2.0,2.0,0.0,5,2,3,11,9,9,1,5,5,2160856,813393,1761226,3625249,8523138,16998347,453034,2184544,1536166,2,1,3,57.0,148627,4023.4,79339,175099,65298,42.1,62360,310504,39195,18821,1986,26655,15019,223781,246829,320115,27371398,48335140,45132,18530,38998,12519,120274,35853,141969,3843.1,61628,16752,38444,26675,63467,56800,89,48,96,120274,0,2584,0,13276,0,1997,992,0,4772,0,0,0,12571,26881,0,455,2344,0,0,312,0,0,0,0,0,0,0,0,7466,0,0,0,235,1558,16127,0,0,0,0,0,190,8267,0,7843,0,0,0,0,3845,0,0,5131,2305,0,0,0,1088,0,0,35,0,0,0,0,0,0,0,0
22,HomeGoods,FL,25.98144866,-80.35700351,343936,"25.98144866,-80.35700351",1,6,0,1,0,0,1,1,1,1,440788,5854776,0,412301,0,0,1089807,628154,94528,263098,12,8783452,8,5,4,0,1160.5896506103284,1132.066710039225,948.75,,3034.0,2685.3333333333335,2027.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,1.0,3.0,0.0,6,1,5,13,8,10,1,4,4,2825174,512117,3537675,4684510,9091386,21663433,453034,1680457,1488782,1,1,3,114.0,141913,4266.9,93534,255432,77710,39.7,51149,394600,36216,12641,1996,23817,16526,102155,61272,136834,26740629,46679717,43304,18124,38457,10742,110731,32853,118465,3561.9,61621,10552,38581,28371,36533,77427,66,44,69,110731,0,6307,17846,4379,0,0,1917,0,0,0,0,0,34311,124,0,0,0,0,0,0,0,0,0,0,0,0,24475,1472,2334,0,0,1,0,0,3208,0,0,0,0,0,0,12722,0,0,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,HomeGoods,FL,27.00886746,-82.13459966,342255,"27.00886746,-82.13459966",1,1,0,0,0,1,0,1,0,0,244671,944952,0,0,0,770068,0,522458,0,0,4,2482149,0,1,4,5,,975.4597701149426,991.2121212121212,551.1407142857142,,1779.0,1277.0,,0.0,5.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,1,1,2,2,3,3,0,1,1,267525,359070,995565,501116,2095959,6217772,,372532,376088,1,1,1,49.0,71570,1391.2,56084,186299,48966,52.3,34647,230983,23327,6717,1984,7582,4222,51631,135707,148162,10142968,19044576,21128,9260,17365,6592,60045,18879,69927,1359.3,32305,8482,14867,5629,54665,8522,86,88,86,60045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8012,1067,0,0,0,16358,0,0,3051,0,1426,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,4226,12787,1318,0,175,0,0,0,981,0,0,0,0,0,0,1817,7054,0,0,0,0,0,0,0,0,0,0
24,HomeGoods,FL,26.04303387,-80.159139,339994,"26.04303387,-80.159139",1,5,0,0,0,1,0,1,0,0,383014,4879932,0,0,0,764185,0,286012,0,0,8,6313143,7,12,46,23,1015.7815259013418,1055.5690882250922,748.6029089752792,742.5316814863008,2156.0,2135.3,1398.142857142857,1111.0,0.0,15.0,0.0,4.0,0.0,0.0,1.0,34.0,18.0,29.0,7.0,9,2,2,14,8,10,1,6,5,3166333,760931,1289397,4192182,8941228,19410159,453034,2229910,1576218,0,0,2,94.0,98145,4105.3,58317,72464,51004,42.4,46742,334776,19406,21326,1973,15250,8852,74198,219792,334270,16055911,28453903,29007,11776,25459,8917,79444,24575,120583,5043.8,35663,12237,29193,19931,46447,33919,138,118,142,79444,0,0,0,0,1881,1151,3093,0,1838,0,1059,0,1556,1769,0,849,3004,126,254,1263,0,0,876,0,0,0,0,12,563,0,0,0,1266,4275,4496,0,9083,7247,0,0,2251,0,2508,1646,0,0,0,0,1142,0,0,2430,4032,10272,3610,3184,0,0,1272,0,0,1436,0,0,0,0,0,0
25,HomeGoods,FL,26.54326572,-81.87256439,339711,"26.54326572,-81.87256439",1,4,1,1,0,1,1,1,1,0,192245,3173713,327219,422594,0,489214,684502,257582,63611,0,11,5610680,1,16,15,0,1158.6822429906542,952.0378314027678,974.1422252169533,,1830.0,1458.7333333333333,1510.6363636363637,,0.0,2.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,3,1,5,4,4,6,2,3,2,920631,581000,3686465,1320829,4470097,11426042,769775,1044030,817369,2,1,1,15.0,105536,2185.0,63604,182043,54449,50.8,61631,274896,32301,16919,1987,18316,11713,115626,354061,421877,21060609,37314970,31699,13494,28406,10663,89627,25833,152207,3151.2,43621,14223,25167,8272,75222,18660,95,88,96,89627,0,0,0,1025,2803,0,0,0,0,0,0,0,0,0,0,3230,7229,0,3840,5094,580,0,2340,0,0,203,0,0,814,0,0,0,0,1789,2133,0,849,8809,659,8430,3497,5560,4065,8234,0,0,0,0,0,0,0,6939,6474,737,388,0,252,1919,0,0,0,1738,0,0,0,0,0,0
26,HomeGoods,FL,26.72503533,-80.09046643,339550,"26.72503533,-80.09046643",1,4,0,0,0,0,1,0,0,0,300961,3147841,0,0,0,0,886823,0,0,0,6,4335625,14,25,50,23,963.2091577668863,946.8507330183828,916.0067234193384,728.9623642289339,3147.25,2116.125,1704.5555555555557,1266.4,0.0,38.0,0.0,13.0,1.0,0.0,6.0,76.0,11.0,16.0,10.0,3,2,3,6,6,6,1,3,3,1084873,720082,1796876,2122530,6206538,10538926,395674,1201358,1518490,2,1,2,53.0,70282,4023.8,53372,33393,46472,36.4,33102,265188,10104,18744,1984,9044,5249,119751,195387,226286,10956456,18935237,20152,8030,16144,5887,55168,18381,107332,6145.0,19770,7020,27515,27237,22601,20649,211,254,204,55168,0,0,0,0,0,0,0,0,0,0,4174,0,0,0,0,0,26,250,0,0,0,0,0,0,0,0,0,0,1616,3939,0,1552,0,3464,0,0,80,1905,0,0,813,51,0,1633,1807,0,0,0,0,0,0,5207,2310,5925,5817,6040,0,0,1584,1135,0,4111,1555,0,0,174,0,0
27,HomeGoods,FL,30.26986432,-81.39007952,338604,"30.26986432,-81.39007952",0,3,0,0,1,0,1,1,1,0,0,2323519,0,0,527508,0,417351,310552,64297,0,7,3643227,9,3,7,0,986.781890227021,1173.0833333333333,711.3582853643818,,1905.0,2023.0,1213.0,,0.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,1,1,1,3,2,2,1,1,1,268309,405081,609760,1068301,1636730,3813010,255909,468333,541376,1,1,1,36.0,46782,2582.7,101040,265551,82339,43.7,24111,401953,14454,7153,1984,13515,8010,25006,48179,126520,13958094,24869311,14532,6194,14428,4927,39874,11312,52695,2909.2,20919,5896,11716,1488,39651,3095,112,90,116,39874,2385,0,0,94,3037,0,0,0,0,0,0,0,1448,1137,0,2122,4929,3877,0,0,381,0,0,0,0,0,84,0,0,0,0,0,0,9227,2938,0,0,1036,0,363,2768,0,0,150,889,0,0,0,0,0,0,1122,0,1776,0,0,0,0,0,0,0,0,0,0,0,112,0,0
28,HomeGoods,FL,30.51274856,-84.24940791,335144,"30.51274856,-84.24940791",0,2,1,0,1,0,0,0,1,0,0,2393824,391313,0,760549,0,0,0,43646,0,5,3589332,0,13,18,0,,969.5568871931482,935.2172904229035,,,1207.5,1117.3076923076924,,0.0,7.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,1,1,2,3,2,5,0,1,1,195313,300310,1618251,820709,1678400,8547819,,629904,427271,0,0,1,29.0,61933,1449.6,82229,232026,69025,41.9,28412,332570,16685,9848,1985,14592,13576,28093,157874,199332,14520371,25749517,18790,8028,17752,5825,50408,13860,67888,1589.0,27343,6186,16119,10181,43174,4025,105,82,109,50408,1507,4658,0,7792,10639,0,0,0,0,0,222,0,805,1272,0,2218,2511,0,0,0,288,0,97,0,0,0,0,0,0,0,0,0,0,1668,2798,0,0,3317,0,0,748,0,0,0,0,0,0,0,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,0,0
29,HomeGoods,FL,28.22413088,-81.64240978,329864,"28.22413088,-81.64240978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,6,7,3,1166.0185975609756,1041.8331560140311,965.1130674846626,,1896.5,1735.1666666666667,1652.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,6.0,2.0,1,0,2,2,0,3,0,1,1,379602,,1222395,1025038,,9760329,,403661,356560,1,1,1,32.0,42664,1428.3,66026,170372,55407,42.1,22269,230718,11888,3547,2004,6211,2879,5416,41136,23786,5668259,10538865,12640,5165,10284,3331,33735,10553,33334,1115.9,19812,3313,10158,4250,22058,17347,129,136,127,33735,0,0,0,0,0,0,0,0,0,0,0,0,0,6456,1129,0,0,0,4742,0,0,0,0,0,2686,0,2767,0,0,0,0,0,0,0,2707,0,0,0,0,3085,0,0,45,0,0,9679,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,HomeGoods,FL,26.48350393,-81.78857966,324403,"26.48350393,-81.78857966",1,0,0,0,0,0,0,0,0,0,213742,0,0,0,0,0,0,0,0,0,1,213742,2,9,6,0,1043.3961538461538,1052.788747212423,1216.96,,1857.5,2121.375,2360.5,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,3.0,0.0,2,1,3,4,2,4,2,3,2,532327,581000,2096596,1108864,2494837,7181092,542533,1125884,817369,3,1,0,0.0,30560,1235.0,84685,276742,70351,37.2,13504,303573,8710,2391,2002,5050,2658,40683,64582,65820,5911053,10373111,9708,3817,8572,2414,25706,8071,35704,1442.9,12732,2074,10596,1148,23554,5522,92,65,97,25706,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5908,0,373,0,0,0,18,0,0,0,292,0,3245,0,5080,0,0,0,0,0,0,0,113,0,0,5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0
31,HomeGoods,FL,28.66604187,-81.42310081,318395,"28.66604187,-81.42310081",1,5,0,1,0,1,1,1,1,0,369987,4579908,0,320848,0,887058,646675,486547,45873,0,11,7336896,11,29,19,0,1118.652946062766,929.0570957594292,876.559711392621,,1758.3636363636363,1617.3076923076924,1363.6666666666667,,0.0,6.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,7.0,1.0,2,1,4,9,6,4,1,3,5,901128,538299,2203176,2402344,4571729,7510431,349056,1237723,1590750,2,1,5,65.0,144223,3166.0,69599,126924,58081,39.8,63539,281670,33027,26176,1983,28023,12302,120308,274025,385628,26782886,47321747,43417,17645,37151,12750,116520,35646,161892,3553.9,56465,15327,42689,20858,79122,41136,104,89,106,116520,0,0,0,6444,367,0,3472,0,0,0,0,0,2301,14730,0,5237,1248,1942,514,205,8083,0,0,0,0,0,0,0,10160,0,0,0,0,159,14561,0,7312,4169,0,0,5662,0,0,1035,1429,821,0,0,1752,0,0,14463,8608,1390,111,154,0,0,191,0,0,0,0,0,0,0,0,0
